gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Chondrocytes	Mesenchymal progenitors	Cardiomyocytes	Muscle progenitors	Intermediate mesoderm	Myocytes	Stromal cells	Perichondrium	Endothelial cells	Limb bud mesenchyme	Branchial arch mesenchyme	Cartilage precursors	Vascular smooth muscle	Mesoderm	Lateral plate mesoderm	Osteoprogenitors	Osteoblasts	Apical ectodermal ridge	Hind limb lateral plate mesoderm	Periosteum	Dermomyotome	Myotome	Limb bud mesoderm
FN1	P02751	False	FINC_HUMAN		CPI-SC0CFF5E19D	0.807	0.621	0.28	0.488	0.601	0.19	0.492	0.806	0.459	0.57	0.584	0.533	0.862	0.409	0.355	0.494	0.45	0.348	1.713	0.938	0.375	0.254	0.999
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0DF641DAA	0.875	0.887	0.738	0.258	0.858	0.16	0.735	1.297	0.387	0.823	0.779	0.636	0.623	0.782	0.712	0.63	1.124	0.808	2.075	1.052	0.715	0.0	0.727
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC0681D30FE	1.583	1.339	0.987	0.702	1.444	0.572	1.237	2.17	0.287	1.378	1.4	1.106	0.864	0.983	1.338	1.439	1.809	0.374	3.715	0.977	1.225	0.601	1.049
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC02017BE74	0.347	0.118	0.188	0.528	0.203	0.163	0.155	0.127	0.932	0.145	0.138	0.114	0.956	0.156	0.106	0.157	0.131	0.381	0.0	0.06	0.254	0.0	0.076
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0861656EC	0.618	0.478	0.291	0.092	0.407	0.094	0.412	0.358	0.084	0.478	0.605	0.65	0.24	0.256	0.328	0.44	0.635	0.0	0.462	0.339	0.098	0.594	0.223
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC04085F9F9	0.078	0.125	0.092	0.066	0.081	0.022	0.08	0.159	0.028	0.038	0.095	0.047	0.042	0.066	0.088	0.102	0.091	0.0	0.249	0.055	0.0	0.0	0.076
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0A54B5323	0.132	0.212	0.16	0.082	0.158	0.049	0.123	0.254	0.031	0.117	0.149	0.084	0.148	0.198	0.086	0.124	0.179	0.0	0.393	0.083	0.096	0.0	0.073
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0ECFACED2	0.192	0.45	0.219	0.036	0.219	0.045	0.273	0.359	0.049	0.324	0.273	0.179	0.283	0.122	0.054	0.301	0.428	0.0	0.474	0.176	0.125	0.253	0.22
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0CA323AE3	0.021	0.01	0.006	0.013	0.015	0.013	0.038	0.005	0.004	0.011	0.02	0.055	0.0	0.007	0.02	0.015	0.241	0.0	0.115	0.026	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0CBC30AB7	0.04	0.018	0.019	0.012	0.043	0.022	0.046	0.005	0.014	0.044	0.015	0.171	0.01	0.011	0.007	0.041	0.013	0.0	0.063	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC0092846B0	0.249	0.374	0.295	0.182	0.264	0.082	0.276	0.486	0.058	0.243	0.26	0.193	0.321	0.241	0.246	0.195	0.373	0.0	1.046	0.364	0.076	0.292	0.066
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC08AF9CA91	0.215	0.105	0.03	0.01	0.155	0.022	0.063	0.097	0.023	0.106	0.171	0.131	0.013	0.004	0.032	0.076	0.075	0.0	0.08	0.108	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC07E958BDE	0.002	0.009	0.006	0.0	0.003	0.002	0.0	0.024	0.002	0.0	0.004	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC08CC68F11	0.302	0.17	0.091	0.028	0.135	0.048	0.132	0.278	0.029	0.564	0.296	0.173	0.167	0.051	0.045	0.218	0.2	0.0	0.044	0.311	0.174	0.0	0.193
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0CE433AB8	0.349	0.099	0.113	0.052	0.294	0.063	0.137	0.139	0.037	0.072	0.071	0.095	0.09	0.095	0.645	0.121	0.019	0.269	1.337	0.088	0.162	0.0	0.058
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC03BFF1D95	0.041	0.008	0.014	0.152	0.024	0.049	0.03	0.005	0.554	0.025	0.014	0.018	0.042	0.005	0.016	0.013	0.012	0.0	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC03ADD2063	0.186	0.043	0.037	0.262	0.056	0.046	0.097	0.034	0.796	0.02	0.019	0.049	0.09	0.026	0.272	0.028	0.03	0.888	0.76	0.0	0.273	0.576	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0082A7233	0.014	0.017	0.03	0.012	0.025	0.016	0.017	0.016	0.017	0.006	0.009	0.024	0.014	0.011	0.072	0.016	0.034	0.0	0.0	0.028	0.083	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0674C647E	0.006	0.002	0.004	0.001	0.0	0.002	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.016	0.0	0.0	0.032	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC03D71E025	0.002	0.003	0.0	0.001	0.009	0.004	0.006	0.025	0.005	0.0	0.009	0.011	0.0	0.0	0.0	0.016	0.013	0.0	0.0	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0DF986F22	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC060984F83	0.154	0.294	0.501	0.056	0.27	0.056	0.272	0.616	0.046	0.135	0.09	0.175	0.134	0.257	0.392	0.255	0.065	0.0	0.061	0.192	0.253	0.0	0.453
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0014D5A6E	0.157	0.08	0.105	0.014	0.112	0.005	0.063	0.13	0.007	0.048	0.116	0.082	0.052	0.065	0.08	0.068	0.059	0.0	0.318	0.052	0.13	0.0	0.159
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0B066E03C	0.211	0.017	0.071	0.013	0.101	0.025	0.073	0.034	0.016	0.03	0.036	0.01	0.014	0.07	0.291	0.0	0.013	0.606	1.204	0.039	0.07	0.0	0.156
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0B4BD965C	0.029	0.011	0.012	0.005	0.023	0.005	0.031	0.007	0.005	0.022	0.007	0.105	0.0	0.006	0.042	0.0	0.013	0.0	0.067	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0247E9ADB	0.047	0.036	0.041	0.009	0.041	0.009	0.058	0.025	0.003	0.014	0.028	0.067	0.0	0.016	0.051	0.016	0.023	0.0	0.0	0.03	0.0	0.0	0.066
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0035F0B0F	0.018	0.051	0.053	0.612	0.027	0.466	0.045	0.023	0.012	0.019	0.02	0.028	0.0	0.004	0.073	0.0	0.046	0.0	0.104	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC06ACCFA52	0.071	0.248	0.17	0.036	0.147	0.089	0.192	0.607	0.035	0.215	0.142	0.432	0.026	0.139	0.087	0.152	0.677	0.0	0.254	0.078	0.215	0.489	0.064
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC069F9E62C	0.003	0.007	0.011	0.005	0.002	0.004	0.004	0.007	0.007	0.004	0.009	0.0	0.06	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0D2BDC009	0.147	0.031	0.079	0.063	0.134	0.079	0.043	0.039	0.055	0.027	0.051	0.029	0.01	0.412	0.023	0.047	0.131	0.0	0.0	0.0	0.303	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC05F111D21	0.272	0.365	0.336	0.068	0.352	0.08	0.293	0.412	0.07	0.373	0.307	0.371	0.219	0.28	0.553	0.374	0.305	0.0	0.39	0.273	0.182	0.573	0.304
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BCD683D4	0.052	0.005	0.013	0.004	0.0	0.076	0.032	0.005	0.006	0.004	0.011	0.02	0.016	0.026	0.016	0.018	0.266	0.0	0.059	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC041215790	0.877	0.525	0.203	1.059	0.557	1.267	0.458	0.857	0.132	0.745	0.578	0.404	0.522	0.253	0.224	0.565	1.034	0.0	0.172	0.466	0.478	0.612	0.476
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC05B2AA866	0.579	0.409	0.167	0.119	0.338	0.11	0.292	0.7	0.056	0.308	0.316	0.339	0.2	0.064	0.287	0.334	0.283	0.269	0.156	0.232	0.0	0.0	0.522
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC051B1E9C4	0.008	0.005	0.003	0.001	0.005	0.012	0.01	0.007	0.002	0.008	0.0	0.004	0.015	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0247375A7	0.0	0.003	0.005	0.007	0.002	0.004	0.0	0.001	0.004	0.004	0.0	0.003	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0B808E56A	0.067	0.13	0.024	0.163	0.174	0.015	0.07	0.226	0.014	0.023	0.027	0.005	0.041	0.004	0.242	0.053	0.011	0.0	0.0	0.022	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC089D4762F	0.002	0.006	0.0	0.0	0.009	0.0	0.004	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F73E9099	0.785	0.607	0.534	0.107	0.798	0.16	0.583	1.183	0.115	0.506	0.641	0.44	0.406	0.452	0.728	0.28	1.121	0.0	3.099	0.156	0.152	0.286	0.567
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC016235D3A	0.084	0.054	0.01	0.036	0.035	0.038	0.113	0.026	0.032	0.134	0.064	0.349	0.03	0.014	0.02	0.082	0.101	0.0	0.078	0.0	0.176	0.308	0.09
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0BC63F8C0	1.252	1.381	1.201	0.518	1.257	0.255	1.043	1.971	0.278	1.02	1.078	0.699	0.988	1.018	1.15	0.895	0.893	0.396	2.915	1.361	0.797	0.309	1.302
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0672FBD31	0.562	0.156	0.273	0.707	0.175	0.214	0.227	0.185	1.312	0.221	0.151	0.163	1.489	0.28	0.118	0.268	0.178	0.351	0.18	0.114	0.163	0.931	0.073
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0545E2502	0.875	0.887	0.738	0.258	0.858	0.16	0.735	1.297	0.387	0.823	0.779	0.636	0.623	0.782	0.712	0.63	1.124	0.808	2.075	1.052	0.715	0.0	0.727
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC006E22794	1.583	1.339	0.987	0.702	1.444	0.572	1.237	2.17	0.287	1.378	1.4	1.106	0.864	0.983	1.338	1.439	1.809	0.374	3.715	0.977	1.225	0.601	1.049
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0458F68A5	0.347	0.118	0.188	0.528	0.203	0.163	0.155	0.127	0.932	0.145	0.138	0.114	0.956	0.156	0.106	0.157	0.131	0.381	0.0	0.06	0.254	0.0	0.076
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06E5E0C83	0.618	0.478	0.291	0.092	0.407	0.094	0.412	0.358	0.084	0.478	0.605	0.65	0.24	0.256	0.328	0.44	0.635	0.0	0.462	0.339	0.098	0.594	0.223
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC09FDA4F45	0.078	0.125	0.092	0.066	0.081	0.022	0.08	0.159	0.028	0.038	0.095	0.047	0.042	0.066	0.088	0.102	0.091	0.0	0.249	0.055	0.0	0.0	0.076
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F4BC2909	0.132	0.212	0.16	0.082	0.158	0.049	0.123	0.254	0.031	0.117	0.149	0.084	0.148	0.198	0.086	0.124	0.179	0.0	0.393	0.083	0.096	0.0	0.073
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC02AE206BE	0.192	0.45	0.219	0.036	0.219	0.045	0.273	0.359	0.049	0.324	0.273	0.179	0.283	0.122	0.054	0.301	0.428	0.0	0.474	0.176	0.125	0.253	0.22
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0A8E69BC5	0.021	0.01	0.006	0.013	0.015	0.013	0.038	0.005	0.004	0.011	0.02	0.055	0.0	0.007	0.02	0.015	0.241	0.0	0.115	0.026	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC05B6D413B	0.04	0.018	0.019	0.012	0.043	0.022	0.046	0.005	0.014	0.044	0.015	0.171	0.01	0.011	0.007	0.041	0.013	0.0	0.063	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05992FDC8	0.249	0.374	0.295	0.182	0.264	0.082	0.276	0.486	0.058	0.243	0.26	0.193	0.321	0.241	0.246	0.195	0.373	0.0	1.046	0.364	0.076	0.292	0.066
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC069F95780	0.215	0.105	0.03	0.01	0.155	0.022	0.063	0.097	0.023	0.106	0.171	0.131	0.013	0.004	0.032	0.076	0.075	0.0	0.08	0.108	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DAD29856	0.002	0.009	0.006	0.0	0.003	0.002	0.0	0.024	0.002	0.0	0.004	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC02F06FF62	0.302	0.17	0.091	0.028	0.135	0.048	0.132	0.278	0.029	0.564	0.296	0.173	0.167	0.051	0.045	0.218	0.2	0.0	0.044	0.311	0.174	0.0	0.193
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0EC572716	0.349	0.099	0.113	0.052	0.294	0.063	0.137	0.139	0.037	0.072	0.071	0.095	0.09	0.095	0.645	0.121	0.019	0.269	1.337	0.088	0.162	0.0	0.058
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0F8D27FBC	0.041	0.008	0.014	0.152	0.024	0.049	0.03	0.005	0.554	0.025	0.014	0.018	0.042	0.005	0.016	0.013	0.012	0.0	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0EA3FC100	0.186	0.043	0.037	0.262	0.056	0.046	0.097	0.034	0.796	0.02	0.019	0.049	0.09	0.026	0.272	0.028	0.03	0.888	0.76	0.0	0.273	0.576	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC091173D82	0.014	0.017	0.03	0.012	0.025	0.016	0.017	0.016	0.017	0.006	0.009	0.024	0.014	0.011	0.072	0.016	0.034	0.0	0.0	0.028	0.083	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC07FB88720	0.006	0.002	0.004	0.001	0.0	0.002	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.016	0.0	0.0	0.032	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC035953E6B	0.002	0.003	0.0	0.001	0.009	0.004	0.006	0.025	0.005	0.0	0.009	0.011	0.0	0.0	0.0	0.016	0.013	0.0	0.0	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC01115AAD1	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0BD4C290F	0.154	0.294	0.501	0.056	0.27	0.056	0.272	0.616	0.046	0.135	0.09	0.175	0.134	0.257	0.392	0.255	0.065	0.0	0.061	0.192	0.253	0.0	0.453
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC053BBE2B1	0.157	0.08	0.105	0.014	0.112	0.005	0.063	0.13	0.007	0.048	0.116	0.082	0.052	0.065	0.08	0.068	0.059	0.0	0.318	0.052	0.13	0.0	0.159
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0DA5EFA18	0.211	0.017	0.071	0.013	0.101	0.025	0.073	0.034	0.016	0.03	0.036	0.01	0.014	0.07	0.291	0.0	0.013	0.606	1.204	0.039	0.07	0.0	0.156
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0F778DC8E	0.029	0.011	0.012	0.005	0.023	0.005	0.031	0.007	0.005	0.022	0.007	0.105	0.0	0.006	0.042	0.0	0.013	0.0	0.067	0.0	0.0	0.0	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.047	0.036	0.041	0.009	0.041	0.009	0.058	0.025	0.003	0.014	0.028	0.067	0.0	0.016	0.051	0.016	0.023	0.0	0.0	0.03	0.0	0.0	0.066
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.018	0.051	0.053	0.612	0.027	0.466	0.045	0.023	0.012	0.019	0.02	0.028	0.0	0.004	0.073	0.0	0.046	0.0	0.104	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090DB3159	0.071	0.248	0.17	0.036	0.147	0.089	0.192	0.607	0.035	0.215	0.142	0.432	0.026	0.139	0.087	0.152	0.677	0.0	0.254	0.078	0.215	0.489	0.064
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0FF018913	0.003	0.007	0.011	0.005	0.002	0.004	0.004	0.007	0.007	0.004	0.009	0.0	0.06	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	0.147	0.031	0.079	0.063	0.134	0.079	0.043	0.039	0.055	0.027	0.051	0.029	0.01	0.412	0.023	0.047	0.131	0.0	0.0	0.0	0.303	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	0.272	0.365	0.336	0.068	0.352	0.08	0.293	0.412	0.07	0.373	0.307	0.371	0.219	0.28	0.553	0.374	0.305	0.0	0.39	0.273	0.182	0.573	0.304
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC040B3EFBC	0.052	0.005	0.013	0.004	0.0	0.076	0.032	0.005	0.006	0.004	0.011	0.02	0.016	0.026	0.016	0.018	0.266	0.0	0.059	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0EACF2D60	0.877	0.525	0.203	1.059	0.557	1.267	0.458	0.857	0.132	0.745	0.578	0.404	0.522	0.253	0.224	0.565	1.034	0.0	0.172	0.466	0.478	0.612	0.476
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC004A436C5	0.579	0.409	0.167	0.119	0.338	0.11	0.292	0.7	0.056	0.308	0.316	0.339	0.2	0.064	0.287	0.334	0.283	0.269	0.156	0.232	0.0	0.0	0.522
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC00BE2EEE3	0.008	0.005	0.003	0.001	0.005	0.012	0.01	0.007	0.002	0.008	0.0	0.004	0.015	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC08AA91C84	0.0	0.003	0.005	0.007	0.002	0.004	0.0	0.001	0.004	0.004	0.0	0.003	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC0EAF80261	0.004	0.002	0.0	0.003	0.0	0.006	0.017	0.002	0.092	0.011	0.008	0.002	0.081	0.0	0.026	0.018	0.005	0.0	0.037	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC05D87F723	0.067	0.13	0.024	0.163	0.174	0.015	0.07	0.226	0.014	0.023	0.027	0.005	0.041	0.004	0.242	0.053	0.011	0.0	0.0	0.022	0.0	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0606C6896	0.002	0.006	0.0	0.0	0.009	0.0	0.004	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC01EA4FF6B	0.785	0.607	0.534	0.107	0.798	0.16	0.583	1.183	0.115	0.506	0.641	0.44	0.406	0.452	0.728	0.28	1.121	0.0	3.099	0.156	0.152	0.286	0.567
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC036D78A43	0.084	0.054	0.01	0.036	0.035	0.038	0.113	0.026	0.032	0.134	0.064	0.349	0.03	0.014	0.02	0.082	0.101	0.0	0.078	0.0	0.176	0.308	0.09
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC054484F7B	1.252	1.381	1.201	0.518	1.257	0.255	1.043	1.971	0.278	1.02	1.078	0.699	0.988	1.018	1.15	0.895	0.893	0.396	2.915	1.361	0.797	0.309	1.302
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC02392F4AF	0.562	0.156	0.273	0.707	0.175	0.214	0.227	0.185	1.312	0.221	0.151	0.163	1.489	0.28	0.118	0.268	0.178	0.351	0.18	0.114	0.163	0.931	0.073
FN1	P02751	False	FINC_HUMAN		CPI-SC01FFC9392	0.807	0.621	0.28	0.488	0.601	0.19	0.492	0.806	0.459	0.57	0.584	0.533	0.862	0.409	0.355	0.494	0.45	0.348	1.713	0.938	0.375	0.254	0.999
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CA7B34A5	0.875	0.887	0.738	0.258	0.858	0.16	0.735	1.297	0.387	0.823	0.779	0.636	0.623	0.782	0.712	0.63	1.124	0.808	2.075	1.052	0.715	0.0	0.727
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC05CCF815E	1.583	1.339	0.987	0.702	1.444	0.572	1.237	2.17	0.287	1.378	1.4	1.106	0.864	0.983	1.338	1.439	1.809	0.374	3.715	0.977	1.225	0.601	1.049
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC07222A428	0.347	0.118	0.188	0.528	0.203	0.163	0.155	0.127	0.932	0.145	0.138	0.114	0.956	0.156	0.106	0.157	0.131	0.381	0.0	0.06	0.254	0.0	0.076
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0FBFA176B	0.618	0.478	0.291	0.092	0.407	0.094	0.412	0.358	0.084	0.478	0.605	0.65	0.24	0.256	0.328	0.44	0.635	0.0	0.462	0.339	0.098	0.594	0.223
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC08D8A859F	0.078	0.125	0.092	0.066	0.081	0.022	0.08	0.159	0.028	0.038	0.095	0.047	0.042	0.066	0.088	0.102	0.091	0.0	0.249	0.055	0.0	0.0	0.076
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0814068D9	0.132	0.212	0.16	0.082	0.158	0.049	0.123	0.254	0.031	0.117	0.149	0.084	0.148	0.198	0.086	0.124	0.179	0.0	0.393	0.083	0.096	0.0	0.073
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0D870AE49	0.192	0.45	0.219	0.036	0.219	0.045	0.273	0.359	0.049	0.324	0.273	0.179	0.283	0.122	0.054	0.301	0.428	0.0	0.474	0.176	0.125	0.253	0.22
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0E4E54E13	0.021	0.01	0.006	0.013	0.015	0.013	0.038	0.005	0.004	0.011	0.02	0.055	0.0	0.007	0.02	0.015	0.241	0.0	0.115	0.026	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC08F797F90	0.04	0.018	0.019	0.012	0.043	0.022	0.046	0.005	0.014	0.044	0.015	0.171	0.01	0.011	0.007	0.041	0.013	0.0	0.063	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC035134F18	0.249	0.374	0.295	0.182	0.264	0.082	0.276	0.486	0.058	0.243	0.26	0.193	0.321	0.241	0.246	0.195	0.373	0.0	1.046	0.364	0.076	0.292	0.066
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC04B354AE3	0.215	0.105	0.03	0.01	0.155	0.022	0.063	0.097	0.023	0.106	0.171	0.131	0.013	0.004	0.032	0.076	0.075	0.0	0.08	0.108	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0FC645961	0.002	0.009	0.006	0.0	0.003	0.002	0.0	0.024	0.002	0.0	0.004	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC058845C44	0.302	0.17	0.091	0.028	0.135	0.048	0.132	0.278	0.029	0.564	0.296	0.173	0.167	0.051	0.045	0.218	0.2	0.0	0.044	0.311	0.174	0.0	0.193
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC09C0B5D08	0.349	0.099	0.113	0.052	0.294	0.063	0.137	0.139	0.037	0.072	0.071	0.095	0.09	0.095	0.645	0.121	0.019	0.269	1.337	0.088	0.162	0.0	0.058
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC039D075C6	0.041	0.008	0.014	0.152	0.024	0.049	0.03	0.005	0.554	0.025	0.014	0.018	0.042	0.005	0.016	0.013	0.012	0.0	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC04B0064C4	0.186	0.043	0.037	0.262	0.056	0.046	0.097	0.034	0.796	0.02	0.019	0.049	0.09	0.026	0.272	0.028	0.03	0.888	0.76	0.0	0.273	0.576	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC03DD752AB	0.014	0.017	0.03	0.012	0.025	0.016	0.017	0.016	0.017	0.006	0.009	0.024	0.014	0.011	0.072	0.016	0.034	0.0	0.0	0.028	0.083	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC052A417CB	0.006	0.002	0.004	0.001	0.0	0.002	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.016	0.0	0.0	0.032	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC08A98E7D4	0.002	0.003	0.0	0.001	0.009	0.004	0.006	0.025	0.005	0.0	0.009	0.011	0.0	0.0	0.0	0.016	0.013	0.0	0.0	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC03C093767	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0E0C50FCA	0.154	0.294	0.501	0.056	0.27	0.056	0.272	0.616	0.046	0.135	0.09	0.175	0.134	0.257	0.392	0.255	0.065	0.0	0.061	0.192	0.253	0.0	0.453
